"State","Date","Confirmed","Deaths"
"Virginia","2021-08-12",715556,11583
"Washington","2021-08-12",504132,6215
"West Virginia","2021-08-12",171707,2975
"Wisconsin","2021-08-12",702736,8317
"Wyoming","2021-08-12",67957,793
"Alabama","2021-08-13",627905,11765
"Alaska","2021-08-13",79823,403
"Arizona","2021-08-13",958992,18435
"Arkansas","2021-08-13",416173,6432
"California","2021-08-13",4189132,64593
"Colorado","2021-08-13",589526,7032
"Connecticut","2021-08-13",361836,8307
"Delaware","2021-08-13",113853,1837
"District of Columbia","2021-08-13",52201,1150
"Florida","2021-08-13",2920749,40766
"Georgia","2021-08-13",1252615,21978
"Hawaii","2021-08-13",49564,547
"Idaho","2021-08-13",208054,2245
"Illinois","2021-08-13",1457687,26027
"Indiana","2021-08-13",796733,14128
"Iowa","2021-08-13",387273,6210
"Kansas","2021-08-13",348850,5391
"Kentucky","2021-08-13",512224,7426
"Louisiana","2021-08-13",614776,11519
"Maine","2021-08-13",72333,904
"Maryland","2021-08-13",478067,9878
"Massachusetts","2021-08-13",734486,18142
"Michigan","2021-08-13",1028630,21284
"Minnesota","2021-08-13",624851,7822
"Mississippi","2021-08-13",381147,7761
"Missouri","2021-08-13",722668,10457
"Montana","2021-08-13",119864,1730
"Nebraska","2021-08-13",232399,2285
"Nevada","2021-08-13",371126,6160
"New Hampshire","2021-08-13",102901,1395
"New Jersey","2021-08-13",1057096,26681
"New Mexico","2021-08-13",218569,4446
"New York","2021-08-13",2196866,53842
"North Carolina","2021-08-13",1107414,13826
"North Dakota","2021-08-13",113063,1576
"Ohio","2021-08-13",1155322,20853
"Oklahoma","2021-08-13",508834,7594
"Oregon","2021-08-13",238463,2935
"Pennsylvania","2021-08-13",1250885,27957
"Rhode Island","2021-08-13",157589,2744
"South Carolina","2021-08-13",656313,10039
"South Dakota","2021-08-13",126749,2054
"Tennessee","2021-08-13",941261,12934
"Texas","2021-08-13",3323844,54202
"Utah","2021-08-13",444385,2525
"Vermont","2021-08-13",26040,264
"Virginia","2021-08-13",717826,11599
"Washington","2021-08-13",507294,6239
"West Virginia","2021-08-13",171997,2976
"Wisconsin","2021-08-13",704857,8322
"Wyoming","2021-08-13",68272,793
"Alabama","2021-08-14",627905,11765
"Alaska","2021-08-14",79823,403
"Arizona","2021-08-14",962410,18462
"Arkansas","2021-08-14",418290,6445
"California","2021-08-14",4202204,64633
"Colorado","2021-08-14",589526,7032
"Connecticut","2021-08-14",361836,8307
"Delaware","2021-08-14",114187,1838
"District of Columbia","2021-08-14",52201,1150
"Florida","2021-08-14",2920749,40766
"Georgia","2021-08-14",1252615,21978
"Hawaii","2021-08-14",50355,548
"Idaho","2021-08-14",208054,2245
"Illinois","2021-08-14",1457687,26027
"Indiana","2021-08-14",796733,14128
"Iowa","2021-08-14",389223,6210
"Kansas","2021-08-14",348850,5391
"Kentucky","2021-08-14",512224,7426
"Louisiana","2021-08-14",614776,11519
"Maine","2021-08-14",72522,904
"Maryland","2021-08-14",479083,9887
"Massachusetts","2021-08-14",734486,18142
"Michigan","2021-08-14",1028630,21284
"Minnesota","2021-08-14",624851,7822
"Mississippi","2021-08-14",381147,7761
"Missouri","2021-08-14",725923,10477
"Montana","2021-08-14",119864,1730
"Nebraska","2021-08-14",232399,2285
"Nevada","2021-08-14",371126,6160
"New Hampshire","2021-08-14",102901,1395
"New Jersey","2021-08-14",1059660,26692
"New Mexico","2021-08-14",218569,4446
"New York","2021-08-14",2201468,53857
"North Carolina","2021-08-14",1107414,13826
"North Dakota","2021-08-14",113225,1576
"Ohio","2021-08-14",1157782,20871
"Oklahoma","2021-08-14",508834,7594
"Oregon","2021-08-14",238463,2935
"Pennsylvania","2021-08-14",1252727,27966
"Rhode Island","2021-08-14",157589,2744
"South Carolina","2021-08-14",656313,10039
"South Dakota","2021-08-14",126749,2054
"Tennessee","2021-08-14",941261,12934
"Texas","2021-08-14",3334027,54289
"Utah","2021-08-14",444385,2525
"Vermont","2021-08-14",26040,264
"Virginia","2021-08-14",717826,11599
"Washington","2021-08-14",507294,6239
"West Virginia","2021-08-14",171997,2976
"Wisconsin","2021-08-14",704857,8322
"Wyoming","2021-08-14",68272,793
"Alabama","2021-08-15",634897,11798
"Alaska","2021-08-15",79823,403
"Arizona","2021-08-15",965462,18464
"Arkansas","2021-08-15",419807,6467
"California","2021-08-15",4212825,64665
"Colorado","2021-08-15",589526,7032
"Connecticut","2021-08-15",361836,8307
"Delaware","2021-08-15",114486,1838
"District of Columbia","2021-08-15",52201,1150
"Florida","2021-08-15",2920749,40766
"Georgia","2021-08-15",1252615,21978
"Hawaii","2021-08-15",51200,552
"Idaho","2021-08-15",208054,2245
"Illinois","2021-08-15",1457687,26027
"Indiana","2021-08-15",796733,14128
"Iowa","2021-08-15",389223,6210
"Kansas","2021-08-15",348850,5391
"Kentucky","2021-08-15",512224,7426
"Louisiana","2021-08-15",614776,11519
"Maine","2021-08-15",72522,904
"Maryland","2021-08-15",479952,9891
"Massachusetts","2021-08-15",734486,18142
"Michigan","2021-08-15",1028630,21284
"Minnesota","2021-08-15",624851,7822
"Mississippi","2021-08-15",381147,7761
"Missouri","2021-08-15",727584,10478
"Montana","2021-08-15",119864,1730
"Nebraska","2021-08-15",232399,2285
"Nevada","2021-08-15",371126,6160
"New Hampshire","2021-08-15",102901,1395
"New Jersey","2021-08-15",1060934,26695
"New Mexico","2021-08-15",218569,4446
"New York","2021-08-15",2205869,53880
"North Carolina","2021-08-15",1107414,13826
"North Dakota","2021-08-15",113330,1576
"Ohio","2021-08-15",1159759,20884
"Oklahoma","2021-08-15",508834,7594
"Oregon","2021-08-15",238463,2935
"Pennsylvania","2021-08-15",1254613,27966
"Rhode Island","2021-08-15",157589,2744
"South Carolina","2021-08-15",656313,10039
"South Dakota","2021-08-15",126749,2054
"Tennessee","2021-08-15",941261,12934
"Texas","2021-08-15",3339500,54330
"Utah","2021-08-15",444385,2525
"Vermont","2021-08-15",26040,264
"Virginia","2021-08-15",717826,11599
"Washington","2021-08-15",507294,6239
"West Virginia","2021-08-15",171997,2976
"Wisconsin","2021-08-15",704857,8322
"Wyoming","2021-08-15",68272,793
"Alabama","2021-08-16",637363,11799
"Alaska","2021-08-16",80885,403
"Arizona","2021-08-16",967862,18464
"Arkansas","2021-08-16",420663,6498
"California","2021-08-16",4226047,64694
"Colorado","2021-08-16",592372,7041
"Connecticut","2021-08-16",363417,8307
"Delaware","2021-08-16",114770,1838
"District of Columbia","2021-08-16",52777,1150
"Florida","2021-08-16",2933429,41123
"Georgia","2021-08-16",1272014,22014
"Hawaii","2021-08-16",51739,552
"Idaho","2021-08-16",209411,2251
"Illinois","2021-08-16",1466813,26057
"Indiana","2021-08-16",803403,14144
"Iowa","2021-08-16",389223,6210
"Kansas","2021-08-16",351356,5400
"Kentucky","2021-08-16",518987,7451
"Louisiana","2021-08-16",628146,11584
"Maine","2021-08-16",72522,904
"Maryland","2021-08-16",480718,9896
"Massachusetts","2021-08-16",737579,18147
"Michigan","2021-08-16",1032520,21304
"Minnesota","2021-08-16",626310,7827
"Mississippi","2021-08-16",388986,7813
"Missouri","2021-08-16",728930,10479
"Montana","2021-08-16",120325,1736
"Nebraska","2021-08-16",232399,2285
"Nevada","2021-08-16",373649,6190
"New Hampshire","2021-08-16",103462,1395
"New Jersey","2021-08-16",1062238,26696
"New Mexico","2021-08-16",220340,4451
"New York","2021-08-16",2209767,53889
"North Carolina","2021-08-16",1122412,13880
"North Dakota","2021-08-16",113404,1576
"Ohio","2021-08-16",1161573,20911
"Oklahoma","2021-08-16",515801,7594
"Oregon","2021-08-16",242843,2949
"Pennsylvania","2021-08-16",1256689,27966
"Rhode Island","2021-08-16",158283,2747
"South Carolina","2021-08-16",667352,10108
"South Dakota","2021-08-16",126927,2055
"Tennessee","2021-08-16",954610,12979
"Texas","2021-08-16",3356260,54379
"Utah","2021-08-16",446808,2537
"Vermont","2021-08-16",26040,264
"Virginia","2021-08-16",723727,11618
"Washington","2021-08-16",514884,6248
"West Virginia","2021-08-16",173479,2978
"Wisconsin","2021-08-16",707327,8324
"Wyoming","2021-08-16",68944,793
"Alabama","2021-08-17",641386,11832
"Alaska","2021-08-17",81337,408
"Arizona","2021-08-17",970523,18467
"Arkansas","2021-08-17",422866,6539
"California","2021-08-17",4241326,64744
"Colorado","2021-08-17",593562,7047
"Connecticut","2021-08-17",364298,8304
"Delaware","2021-08-17",114912,1840
"District of Columbia","2021-08-17",52843,1151
"Florida","2021-08-17",2955098,41130
"Georgia","2021-08-17",1279653,22060
"Hawaii","2021-08-17",52199,552
"Idaho","2021-08-17",210315,2258
"Illinois","2021-08-17",1470452,26073
"Indiana","2021-08-17",806094,14173
"Iowa","2021-08-17",390978,6210
"Kansas","2021-08-17",351366,5400
"Kentucky","2021-08-17",522209,7459
"Louisiana","2021-08-17",631837,11706
"Maine","2021-08-17",72897,907
"Maryland","2021-08-17",481569,9899
"Massachusetts","2021-08-17",739047,18154
"Michigan","2021-08-17",1032520,21304
"Minnesota","2021-08-17",629354,7830
"Mississippi","2021-08-17",392309,7880
"Missouri","2021-08-17",731097,10599
"Montana","2021-08-17",120946,1743
"Nebraska","2021-08-17",235075,2302
"Nevada","2021-08-17",374651,6223
"New Hampshire","2021-08-17",103733,1396
"New Jersey","2021-08-17",1064059,26715
"New Mexico","2021-08-17",221086,4455
"New York","2021-08-17",2213176,53926
"North Carolina","2021-08-17",1125987,13895
"North Dakota","2021-08-17",113673,1579
"Ohio","2021-08-17",1164808,20936
"Oklahoma","2021-08-17",516663,7594
"Oregon","2021-08-17",245758,2964
"Pennsylvania","2021-08-17",1258774,27993
"Rhode Island","2021-08-17",158614,2747
"South Carolina","2021-08-17",669638,10115
"South Dakota","2021-08-17",127322,2057
"Tennessee","2021-08-17",958169,13011
"Texas","2021-08-17",3384466,54478
"Utah","2021-08-17",447771,2537
"Vermont","2021-08-17",26397,264
"Virginia","2021-08-17",725971,11625
"Washington","2021-08-17",517214,6269
"West Virginia","2021-08-17",174818,2990
"Wisconsin","2021-08-17",709290,8336
"Wyoming","2021-08-17",69356,809
"Alabama","2021-08-18",645851,11872
"Alaska","2021-08-18",82002,412
"Arizona","2021-08-18",972925,18504
"Arkansas","2021-08-18",425551,6565
"California","2021-08-18",4255027,64845
"Colorado","2021-08-18",595585,7055
"Connecticut","2021-08-18",364891,8307
"Delaware","2021-08-18",115236,1849
"District of Columbia","2021-08-18",53024,1153
"Florida","2021-08-18",2978433,41138
"Georgia","2021-08-18",1287667,22103
"Hawaii","2021-08-18",52846,554
"Idaho","2021-08-18",211532,2280
"Illinois","2021-08-18",1474285,26118
"Indiana","2021-08-18",809545,14198
"Iowa","2021-08-18",392970,6226
"Kansas","2021-08-18",351490,5400
"Kentucky","2021-08-18",525746,7468
"Louisiana","2021-08-18",638443,11793
"Maine","2021-08-18",73088,909
"Maryland","2021-08-18",482581,9907
"Massachusetts","2021-08-18",740626,18164
"Michigan","2021-08-18",1035827,21353
"Minnesota","2021-08-18",630512,7835
"Mississippi","2021-08-18",396394,7916
"Missouri","2021-08-18",734184,10608
"Montana","2021-08-18",121382,1749
"Nebraska","2021-08-18",235686,2302
"Nevada","2021-08-18",376080,6248
"New Hampshire","2021-08-18",103989,1396
"New Jersey","2021-08-18",1065736,26721
"New Mexico","2021-08-18",221960,4459
"New York","2021-08-18",2217969,53940
"North Carolina","2021-08-18",1131243,13952
"North Dakota","2021-08-18",113925,1579
"Ohio","2021-08-18",1168111,20964
"Oklahoma","2021-08-18",519023,7676
"Oregon","2021-08-18",247866,2975
"Pennsylvania","2021-08-18",1261160,28018
"Rhode Island","2021-08-18",159019,2748
"South Carolina","2021-08-18",673172,10140
"South Dakota","2021-08-18",127698,2058
"Tennessee","2021-08-18",963647,13038
"Texas","2021-08-18",3402025,54655
"Utah","2021-08-18",449259,2549
"Vermont","2021-08-18",26494,267
"Virginia","2021-08-18",728523,11632
"Washington","2021-08-18",520733,6297
"West Virginia","2021-08-18",175638,2997
"Wisconsin","2021-08-18",710975,8353
"Wyoming","2021-08-18",69844,809
"Alabama","2021-08-19",649741,11914
"Alaska","2021-08-19",82687,412
"Arizona","2021-08-19",976471,18508
"Arkansas","2021-08-19",429100,6581
"California","2021-08-19",4270327,64920
"Colorado","2021-08-19",597281,7059
"Connecticut","2021-08-19",365425,8330
"Delaware","2021-08-19",115665,1851
"District of Columbia","2021-08-19",53162,1155
"Florida","2021-08-19",2994019,41937
"Georgia","2021-08-19",1297503,22151
"Hawaii","2021-08-19",53598,558
"Idaho","2021-08-19",212327,2281
"Illinois","2021-08-19",1477465,26132
"Indiana","2021-08-19",813046,14214
"Iowa","2021-08-19",392970,6226
"Kansas","2021-08-19",351509,5400
"Kentucky","2021-08-19",530573,7477
"Louisiana","2021-08-19",643993,11851
"Maine","2021-08-19",73270,921
"Maryland","2021-08-19",483641,9916
"Massachusetts","2021-08-19",742202,18168
"Michigan","2021-08-19",1035827,21353
"Minnesota","2021-08-19",631858,7843
"Mississippi","2021-08-19",401201,7937
"Missouri","2021-08-19",737531,10618
"Montana","2021-08-19",121877,1752
"Nebraska","2021-08-19",236346,2302
"Nevada","2021-08-19",377493,6259
"New Hampshire","2021-08-19",104263,1397
"New Jersey","2021-08-19",1067758,26731
"New Mexico","2021-08-19",222927,4463
"New York","2021-08-19",2223052,53959
"North Carolina","2021-08-19",1138263,14005
"North Dakota","2021-08-19",114179,1580
"Ohio","2021-08-19",1171557,20992
"Oklahoma","2021-08-19",521525,7676
"Oregon","2021-08-19",250835,2994
"Pennsylvania","2021-08-19",1265068,28040
"Rhode Island","2021-08-19",159355,2752
"South Carolina","2021-08-19",676431,10182
"South Dakota","2021-08-19",127993,2059
"Tennessee","2021-08-19",969998,13089
"Texas","2021-08-19",3419098,54863
"Utah","2021-08-19",450539,2563
"Vermont","2021-08-19",26663,268
"Virginia","2021-08-19",731287,11638
"Washington","2021-08-19",524670,6330
"West Virginia","2021-08-19",176608,3001
"Wisconsin","2021-08-19",712751,8356
"Wyoming","2021-08-19",70150,809
"Alabama","2021-08-20",653540,11942
"Alaska","2021-08-20",83156,414
"Arizona","2021-08-20",979580,18561
"Arkansas","2021-08-20",431507,6614
"California","2021-08-20",4295636,65021
"Colorado","2021-08-20",598940,7067
"Connecticut","2021-08-20",365856,8337
"Delaware","2021-08-20",116073,1851
"District of Columbia","2021-08-20",53342,1155
"Florida","2021-08-20",3071489,42252
"Georgia","2021-08-20",1307084,22199
"Hawaii","2021-08-20",54443,562
"Idaho","2021-08-20",212939,2283
"Illinois","2021-08-20",1482369,26150
"Indiana","2021-08-20",817149,14228
"Iowa","2021-08-20",392970,6226
"Kansas","2021-08-20",357004,5498
"Kentucky","2021-08-20",534430,7517
"Louisiana","2021-08-20",649915,11918
"Maine","2021-08-20",73455,922
"Maryland","2021-08-20",484847,9922
"Massachusetts","2021-08-20",743735,18174
"Michigan","2021-08-20",1040673,21393
"Minnesota","2021-08-20",633556,7853
"Mississippi","2021-08-20",406249,7991
"Missouri","2021-08-20",740269,10635
"Montana","2021-08-20",122318,1755
"Nebraska","2021-08-20",236755,2302
"Nevada","2021-08-20",378700,6280
"New Hampshire","2021-08-20",104571,1397
"New Jersey","2021-08-20",1070698,26739
"New Mexico","2021-08-20",223796,4472
"New York","2021-08-20",2227140,53974
"North Carolina","2021-08-20",1144894,14059
"North Dakota","2021-08-20",114481,1581
"Ohio","2021-08-20",1175340,21019
"Oklahoma","2021-08-20",524376,7676
"Oregon","2021-08-20",252977,3012
"Pennsylvania","2021-08-20",1267612,28059
"Rhode Island","2021-08-20",159710,2753
"South Carolina","2021-08-20",681659,10213
"South Dakota","2021-08-20",128297,2059
"Tennessee","2021-08-20",977230,13135
"Texas","2021-08-20",3442026,55055
"Utah","2021-08-20",451655,2572
"Vermont","2021-08-20",26778,270
"Virginia","2021-08-20",734079,11647
"Washington","2021-08-20",528453,6356
"West Virginia","2021-08-20",177533,3008
"Wisconsin","2021-08-20",714600,8368
"Wyoming","2021-08-20",70671,809
"Alabama","2021-08-21",659750,12000
"Alaska","2021-08-21",83156,414
"Arizona","2021-08-21",982775,18597
"Arkansas","2021-08-21",434027,6645
"California","2021-08-21",4309572,65097
"Colorado","2021-08-21",598940,7067
"Connecticut","2021-08-21",365856,8337
"Delaware","2021-08-21",116461,1854
"District of Columbia","2021-08-21",53342,1155
"Florida","2021-08-21",3071489,42252
"Georgia","2021-08-21",1307084,22199
"Hawaii","2021-08-21",55206,563
"Idaho","2021-08-21",212939,2283
"Illinois","2021-08-21",1482369,26150
"Indiana","2021-08-21",817149,14228
"Iowa","2021-08-21",395167,6226
"Kansas","2021-08-21",357056,5498
"Kentucky","2021-08-21",534430,7517
"Louisiana","2021-08-21",649915,11918
"Maine","2021-08-21",73660,924
"Maryland","2021-08-21",485978,9938
"Massachusetts","2021-08-21",743735,18174
"Michigan","2021-08-21",1040673,21393
"Minnesota","2021-08-21",633556,7853
"Mississippi","2021-08-21",406249,7991
"Missouri","2021-08-21",742751,10658
"Montana","2021-08-21",122318,1755
"Nebraska","2021-08-21",237492,2302
"Nevada","2021-08-21",378700,6280
"New Hampshire","2021-08-21",104571,1397
"New Jersey","2021-08-21",1072856,26750
"New Mexico","2021-08-21",223796,4472
"New York","2021-08-21",2233083,54012
"North Carolina","2021-08-21",1144894,14059
"North Dakota","2021-08-21",114690,1582
"Ohio","2021-08-21",1178792,21048
"Oklahoma","2021-08-21",524376,7676
"Oregon","2021-08-21",252977,3012
"Pennsylvania","2021-08-21",1269919,28074
"Rhode Island","2021-08-21",159710,2753
"South Carolina","2021-08-21",681659,10213
"South Dakota","2021-08-21",128297,2059
"Tennessee","2021-08-21",977230,13135
"Texas","2021-08-21",3459060,55226
"Utah","2021-08-21",451655,2572
"Vermont","2021-08-21",26924,270
"Virginia","2021-08-21",734079,11647
"Washington","2021-08-21",528453,6356
"West Virginia","2021-08-21",177533,3008
"Wisconsin","2021-08-21",714600,8368
"Wyoming","2021-08-21",70671,809
"Alabama","2021-08-22",663065,12000
"Alaska","2021-08-22",83156,414
"Arizona","2021-08-22",986082,18600
"Arkansas","2021-08-22",435256,6674
"California","2021-08-22",4319313,65139
"Colorado","2021-08-22",598940,7067
"Connecticut","2021-08-22",365856,8337
"Delaware","2021-08-22",116771,1854
"District of Columbia","2021-08-22",53342,1155
"Florida","2021-08-22",3071489,42252
"Georgia","2021-08-22",1307084,22199
"Hawaii","2021-08-22",56099,564
"Idaho","2021-08-22",212939,2283
"Illinois","2021-08-22",1482369,26150
"Indiana","2021-08-22",817149,14228
"Iowa","2021-08-22",395167,6226
"Kansas","2021-08-22",357056,5498
"Kentucky","2021-08-22",534430,7517
"Louisiana","2021-08-22",649915,11918
"Maine","2021-08-22",73660,924
"Maryland","2021-08-22",486968,9943
"Massachusetts","2021-08-22",743735,18174
"Michigan","2021-08-22",1040673,21393
"Minnesota","2021-08-22",633556,7853
"Mississippi","2021-08-22",406249,7991
"Missouri","2021-08-22",744484,10661
"Montana","2021-08-22",122318,1755
"Nebraska","2021-08-22",237492,2302
"Nevada","2021-08-22",378700,6280
"New Hampshire","2021-08-22",104571,1397
"New Jersey","2021-08-22",1074306,26752
"New Mexico","2021-08-22",223796,4472
"New York","2021-08-22",2237639,54029
"North Carolina","2021-08-22",1144894,14059
"North Dakota","2021-08-22",114806,1582
"Ohio","2021-08-22",1180986,21080
"Oklahoma","2021-08-22",524376,7676
"Oregon","2021-08-22",252977,3012
"Pennsylvania","2021-08-22",1271753,28075
"Rhode Island","2021-08-22",159710,2753
"South Carolina","2021-08-22",681659,10213
"South Dakota","2021-08-22",128297,2059
"Tennessee","2021-08-22",977230,13135
"Texas","2021-08-22",3462334,55283
"Utah","2021-08-22",451655,2572
"Vermont","2021-08-22",27050,270
"Virginia","2021-08-22",734079,11647
"Washington","2021-08-22",528453,6356
"West Virginia","2021-08-22",177533,3008
"Wisconsin","2021-08-22",714600,8368
"Wyoming","2021-08-22",70671,809
"Alabama","2021-08-23",665653,12000
"Alaska","2021-08-23",84272,414
"Arizona","2021-08-23",988714,18600
"Arkansas","2021-08-23",436242,6704
"California","2021-08-23",4333273,65170
"Colorado","2021-08-23",603266,7078
"Connecticut","2021-08-23",367410,8335
"Delaware","2021-08-23",117051,1854
"District of Columbia","2021-08-23",53898,1155
"Florida","2021-08-23",3082733,42716
"Georgia","2021-08-23",1328156,22263
"Hawaii","2021-08-23",56670,564
"Idaho","2021-08-23",214010,2301
"Illinois","2021-08-23",1491582,26194
"Indiana","2021-08-23",825549,14263
"Iowa","2021-08-23",395167,6226
"Kansas","2021-08-23",357177,5498
"Kentucky","2021-08-23",543031,7558
"Louisiana","2021-08-23",660804,11977
"Maine","2021-08-23",73660,924
"Maryland","2021-08-23",487893,9948
"Massachusetts","2021-08-23",747153,18178
"Michigan","2021-08-23",1044958,21405
"Minnesota","2021-08-23",635222,7860
"Mississippi","2021-08-23",413498,8047
"Missouri","2021-08-23",745930,10664
"Montana","2021-08-23",122964,1760
"Nebraska","2021-08-23",237492,2302
"Nevada","2021-08-23",381766,6306
"New Hampshire","2021-08-23",105302,1402
"New Jersey","2021-08-23",1075930,26755
"New Mexico","2021-08-23",225994,4481
"New York","2021-08-23",2241468,54054
"North Carolina","2021-08-23",1161818,14120
"North Dakota","2021-08-23",114915,1582
"Ohio","2021-08-23",1183761,21101
"Oklahoma","2021-08-23",530594,7676
"Oregon","2021-08-23",257644,3036
"Pennsylvania","2021-08-23",1274337,28076
"Rhode Island","2021-08-23",160329,2757
"South Carolina","2021-08-23",695489,10314
"South Dakota","2021-08-23",128626,2059
"Tennessee","2021-08-23",997479,13197
"Texas","2021-08-23",3476394,55346
"Utah","2021-08-23",454373,2584
"Vermont","2021-08-23",27132,270
"Virginia","2021-08-23",741160,11675
"Washington","2021-08-23",536814,6383
"West Virginia","2021-08-23",180019,3016
"Wisconsin","2021-08-23",717911,8373
"Wyoming","2021-08-23",71562,809
"Alabama","2021-08-24",665653,12000
"Alaska","2021-08-24",84867,427
"Arizona","2021-08-24",991309,18638
"Arkansas","2021-08-24",438465,6749
"California","2021-08-24",4346412,65259
"Colorado","2021-08-24",604516,7084
"Connecticut","2021-08-24",368481,8335
"Delaware","2021-08-24",117246,1857
"District of Columbia","2021-08-24",54031,1155
"Florida","2021-08-24",3103941,42722
"Georgia","2021-08-24",1337342,22309
"Hawaii","2021-08-24",57235,565
"Idaho","2021-08-24",215042,2308
"Illinois","2021-08-24",1494571,26209
"Indiana","2021-08-24",829010,14320
"Iowa","2021-08-24",397522,6226
"Kansas","2021-08-24",359856,5501
"Kentucky","2021-08-24",547657,7575
"Louisiana","2021-08-24",664618,12116
"Maine","2021-08-24",74022,924
"Maryland","2021-08-24",488740,9956
"Massachusetts","2021-08-24",748753,18194
"Michigan","2021-08-24",1044958,21405
"Minnesota","2021-08-24",639059,7868
"Mississippi","2021-08-24",416789,8158
"Missouri","2021-08-24",748235,10827
"Montana","2021-08-24",123674,1768
"Nebraska","2021-08-24",239102,2312
"Nevada","2021-08-24",382773,6352
"New Hampshire","2021-08-24",105589,1405
"New Jersey","2021-08-24",1077787,26775
"New Mexico","2021-08-24",226868,4483
"New York","2021-08-24",2244898,54070
"North Carolina","2021-08-24",1166441,14152
"North Dakota","2021-08-24",115312,1584
"Ohio","2021-08-24",1187878,21144
"Oklahoma","2021-08-24",532388,7676
"Oregon","2021-08-24",260425,3066
"Pennsylvania","2021-08-24",1277105,28098
"Rhode Island","2021-08-24",160565,2759
"South Carolina","2021-08-24",699197,10324
"South Dakota","2021-08-24",129411,2059
"Tennessee","2021-08-24",1002632,13228
"Texas","2021-08-24",3499482,55549
"Utah","2021-08-24",455513,2593
"Vermont","2021-08-24",27237,270
"Virginia","2021-08-24",744187,11693
"Washington","2021-08-24",539887,6417
"West Virginia","2021-08-24",180804,3017
"Wisconsin","2021-08-24",720460,8406
"Wyoming","2021-08-24",72069,835
"Alabama","2021-08-25",665653,12000
"Alaska","2021-08-25",85491,438
"Arizona","2021-08-25",991309,18638
"Arkansas","2021-08-25",441246,6774
"California","2021-08-25",4359573,65399
"Colorado","2021-08-25",606236,7088
"Connecticut","2021-08-25",369132,8335
"Delaware","2021-08-25",117587,1869
"District of Columbia","2021-08-25",54156,1155
"Florida","2021-08-25",3130144,42731
"Georgia","2021-08-25",1348019,22400
"Hawaii","2021-08-25",57747,573
"Idaho","2021-08-25",216061,2316
"Illinois","2021-08-25",1499022,26249
"Indiana","2021-08-25",833968,14340
"Iowa","2021-08-25",400082,6268
"Kansas","2021-08-25",363319,5538
"Kentucky","2021-08-25",552501,7640
"Louisiana","2021-08-25",671237,12226
"Maine","2021-08-25",74313,926
"Maryland","2021-08-25",489930,9967
"Massachusetts","2021-08-25",750248,18199
"Michigan","2021-08-25",1050153,21446
"Minnesota","2021-08-25",640459,7875
"Mississippi","2021-08-25",420174,8180
"Missouri","2021-08-25",750929,10852
"Montana","2021-08-25",124278,1773
"Nebraska","2021-08-25",240028,2314
"Nevada","2021-08-25",384135,6376
"New Hampshire","2021-08-25",105883,1408
"New Jersey","2021-08-25",1079900,26796
"New Mexico","2021-08-25",227636,4488
"New York","2021-08-25",2248791,54100
"North Carolina","2021-08-25",1172571,14212
"North Dakota","2021-08-25",115668,1587
"Ohio","2021-08-25",1192478,21179
"Oklahoma","2021-08-25",534922,7812
"Oregon","2021-08-25",263164,3086
"Pennsylvania","2021-08-25",1281199,28131
"Rhode Island","2021-08-25",160948,2760
"South Carolina","2021-08-25",702894,10357
"South Dakota","2021-08-25",129866,2061
"Tennessee","2021-08-25",1002632,13228
"Texas","2021-08-25",3520818,55798
"Utah","2021-08-25",457098,2605
"Vermont","2021-08-25",27355,271
"Virginia","2021-08-25",747641,11715
"Washington","2021-08-25",542878,6448
"West Virginia","2021-08-25",181906,3036
"Wisconsin","2021-08-25",722453,8416
"Wyoming","2021-08-25",72528,835
"Alabama","2021-08-26",676795,12103
"Alaska","2021-08-26",86218,438
"Arizona","2021-08-26",998164,18661
"Arkansas","2021-08-26",443564,6806
"California","2021-08-26",4374078,65508
"Colorado","2021-08-26",608047,7095
"Connecticut","2021-08-26",369920,8355
"Delaware","2021-08-26",118016,1872
"District of Columbia","2021-08-26",54366,1158
"Florida","2021-08-26",3151909,43632
"Georgia","2021-08-26",1358842,22492
"Hawaii","2021-08-26",58578,573
"Idaho","2021-08-26",217053,2319
"Illinois","2021-08-26",1503063,26308
"Indiana","2021-08-26",838869,14352
"Iowa","2021-08-26",400082,6268
"Kansas","2021-08-26",363356,5538
"Kentucky","2021-08-26",557835,7667
"Louisiana","2021-08-26",676368,12298
"Maine","2021-08-26",74703,926
"Maryland","2021-08-26",491174,9963
"Massachusetts","2021-08-26",752139,18212
"Michigan","2021-08-26",1050153,21446
"Minnesota","2021-08-26",642288,7886
"Mississippi","2021-08-26",423599,8214
"Missouri","2021-08-26",753831,10865
"Montana","2021-08-26",124910,1781
"Nebraska","2021-08-26",240804,2316
"Nevada","2021-08-26",385272,6398
"New Hampshire","2021-08-26",106205,1410
"New Jersey","2021-08-26",1081954,26807
"New Mexico","2021-08-26",228558,4497
"New York","2021-08-26",2254155,54130
"North Carolina","2021-08-26",1181191,14272
"North Dakota","2021-08-26",116022,1588
"Ohio","2021-08-26",1197873,21207
"Oklahoma","2021-08-26",539074,7812
"Oregon","2021-08-26",265210,3095
"Pennsylvania","2021-08-26",1284532,28158
"Rhode Island","2021-08-26",161303,2762
"South Carolina","2021-08-26",707435,10413
"South Dakota","2021-08-26",130337,2062
"Tennessee","2021-08-26",1013943,13296
"Texas","2021-08-26",3534862,56055
"Utah","2021-08-26",458589,2615
"Vermont","2021-08-26",27504,273
"Virginia","2021-08-26",751132,11729
