"State","Date","Confirmed","Deaths"
"Washington","2021-09-23",637367,7434
"West Virginia","2021-09-23",228983,3492
"Wisconsin","2021-09-23",790569,8774
"Wyoming","2021-09-23",87351,955
"Alabama","2021-09-24",784484,13921
"Alaska","2021-09-24",107679,532
"Arizona","2021-09-24",1078874,19737
"Arkansas","2021-09-24",491221,7561
"California","2021-09-24",4675686,68551
"Colorado","2021-09-24",660884,7472
"Connecticut","2021-09-24",387733,8501
"Delaware","2021-09-24",130444,1942
"District of Columbia","2021-09-24",60205,1172
"Florida","2021-09-24",3582807,53580
"Georgia","2021-09-24",1557536,25478
"Hawaii","2021-09-24",77369,747
"Idaho","2021-09-24",249740,2753
"Illinois","2021-09-24",1612129,27216
"Indiana","2021-09-24",947918,15377
"Iowa","2021-09-24",441183,6483
"Kansas","2021-09-24",405330,5985
"Kentucky","2021-09-24",674015,8492
"Louisiana","2021-09-24",734524,13741
"Maine","2021-09-24",86586,1009
"Maryland","2021-09-24",525123,10362
"Massachusetts","2021-09-24",802829,18541
"Michigan","2021-09-24",1132651,22214
"Minnesota","2021-09-24",697182,8169
"Mississippi","2021-09-24",482902,9425
"Missouri","2021-09-24",815974,11799
"Montana","2021-09-24",146035,1945
"Nebraska","2021-09-24",261080,2382
"Nevada","2021-09-24",416496,7015
"New Hampshire","2021-09-24",117454,1472
"New Jersey","2021-09-24",1143855,27307
"New Mexico","2021-09-24",248788,4749
"New York","2021-09-24",2398152,55107
"North Carolina","2021-09-24",1368743,16108
"North Dakota","2021-09-24",128552,1631
"Ohio","2021-09-24",1380370,21820
"Oklahoma","2021-09-24",604391,8715
"Oregon","2021-09-24",320990,3682
"Pennsylvania","2021-09-24",1402826,29064
"Rhode Island","2021-09-24",170700,2823
"South Carolina","2021-09-24",841600,12080
"South Dakota","2021-09-24",142800,2126
"Tennessee","2021-09-24",1209568,14817
"Texas","2021-09-24",4008699,63656
"Utah","2021-09-24",500698,2869
"Vermont","2021-09-24",32610,304
"Virginia","2021-09-24",850037,12511
"Washington","2021-09-24",640496,7494
"West Virginia","2021-09-24",231668,3523
"Wisconsin","2021-09-24",793810,8794
"Wyoming","2021-09-24",87866,955
"Alabama","2021-09-25",787421,14022
"Alaska","2021-09-25",107679,532
"Arizona","2021-09-25",1081790,19806
"Arkansas","2021-09-25",492233,7575
"California","2021-09-25",4678038,68585
"Colorado","2021-09-25",660884,7472
"Connecticut","2021-09-25",387733,8501
"Delaware","2021-09-25",131043,1942
"District of Columbia","2021-09-25",60205,1172
"Florida","2021-09-25",3582807,53580
"Georgia","2021-09-25",1557536,25478
"Hawaii","2021-09-25",77777,747
"Idaho","2021-09-25",250556,2753
"Illinois","2021-09-25",1612129,27216
"Indiana","2021-09-25",947918,15377
"Iowa","2021-09-25",445668,6483
"Kansas","2021-09-25",405330,5985
"Kentucky","2021-09-25",674015,8492
"Louisiana","2021-09-25",734524,13741
"Maine","2021-09-25",87192,1013
"Maryland","2021-09-25",526690,10369
"Massachusetts","2021-09-25",802829,18541
"Michigan","2021-09-25",1132651,22214
"Minnesota","2021-09-25",697182,8169
"Mississippi","2021-09-25",482902,9425
"Missouri","2021-09-25",818075,11817
"Montana","2021-09-25",146035,1945
"Nebraska","2021-09-25",262475,2405
"Nevada","2021-09-25",416496,7015
"New Hampshire","2021-09-25",117454,1472
"New Jersey","2021-09-25",1146089,27323
"New Mexico","2021-09-25",248788,4749
"New York","2021-09-25",2402248,55131
"North Carolina","2021-09-25",1368743,16108
"North Dakota","2021-09-25",129189,1638
"Ohio","2021-09-25",1385749,21820
"Oklahoma","2021-09-25",604391,8715
"Oregon","2021-09-25",320990,3682
"Pennsylvania","2021-09-25",1407328,29119
"Rhode Island","2021-09-25",170700,2823
"South Carolina","2021-09-25",841600,12080
"South Dakota","2021-09-25",142800,2126
"Tennessee","2021-09-25",1209568,14817
"Texas","2021-09-25",4016181,63934
"Utah","2021-09-25",500698,2869
"Vermont","2021-09-25",32790,306
"Virginia","2021-09-25",849865,12511
"Washington","2021-09-25",640496,7494
"West Virginia","2021-09-25",233426,3523
"Wisconsin","2021-09-25",793810,8794
"Wyoming","2021-09-25",87866,955
"Alabama","2021-09-26",789054,14022
"Alaska","2021-09-26",107679,532
"Arizona","2021-09-26",1084369,19812
"Arkansas","2021-09-26",492650,7590
"California","2021-09-26",4680552,68599
"Colorado","2021-09-26",660884,7472
"Connecticut","2021-09-26",387733,8501
"Delaware","2021-09-26",131424,1942
"District of Columbia","2021-09-26",60205,1172
"Florida","2021-09-26",3582807,53580
"Georgia","2021-09-26",1557536,25478
"Hawaii","2021-09-26",78149,757
"Idaho","2021-09-26",250955,2753
"Illinois","2021-09-26",1612129,27216
"Indiana","2021-09-26",947918,15377
"Iowa","2021-09-26",445668,6483
"Kansas","2021-09-26",405330,5985
"Kentucky","2021-09-26",674015,8492
"Louisiana","2021-09-26",734524,13741
"Maine","2021-09-26",87192,1013
"Maryland","2021-09-26",527804,10384
"Massachusetts","2021-09-26",802829,18541
"Michigan","2021-09-26",1132651,22214
"Minnesota","2021-09-26",697182,8169
"Mississippi","2021-09-26",482902,9425
"Missouri","2021-09-26",819195,11820
"Montana","2021-09-26",146035,1945
"Nebraska","2021-09-26",262475,2405
"Nevada","2021-09-26",416496,7015
"New Hampshire","2021-09-26",117454,1472
"New Jersey","2021-09-26",1147199,27328
"New Mexico","2021-09-26",248788,4749
"New York","2021-09-26",2408593,55188
"North Carolina","2021-09-26",1368743,16108
"North Dakota","2021-09-26",129472,1638
"Ohio","2021-09-26",1390015,21820
"Oklahoma","2021-09-26",604391,8715
"Oregon","2021-09-26",320990,3682
"Pennsylvania","2021-09-26",1411231,29131
"Rhode Island","2021-09-26",170700,2823
"South Carolina","2021-09-26",841600,12080
"South Dakota","2021-09-26",142800,2126
"Tennessee","2021-09-26",1209568,14817
"Texas","2021-09-26",4018812,64074
"Utah","2021-09-26",500698,2869
"Vermont","2021-09-26",33031,310
"Virginia","2021-09-26",849865,12511
"Washington","2021-09-26",640496,7494
"West Virginia","2021-09-26",234802,3523
"Wisconsin","2021-09-26",793810,8794
"Wyoming","2021-09-26",87866,955
"Alabama","2021-09-27",790648,14025
"Alaska","2021-09-27",111692,553
"Arizona","2021-09-27",1086328,19812
"Arkansas","2021-09-27",493120,7630
"California","2021-09-27",4698504,68767
"Colorado","2021-09-27",665469,7503
"Connecticut","2021-09-27",389177,8593
"Delaware","2021-09-27",131848,1942
"District of Columbia","2021-09-27",60772,1174
"Florida","2021-09-27",3582807,54063
"Georgia","2021-09-27",1565540,25620
"Hawaii","2021-09-27",78404,757
"Idaho","2021-09-27",252378,2790
"Illinois","2021-09-27",1618800,27293
"Indiana","2021-09-27",954230,15474
"Iowa","2021-09-27",445668,6483
"Kansas","2021-09-27",407305,6028
"Kentucky","2021-09-27",680454,8579
"Louisiana","2021-09-27",737582,13796
"Maine","2021-09-27",87192,1014
"Maryland","2021-09-27",528764,10395
"Massachusetts","2021-09-27",807182,18555
"Michigan","2021-09-27",1141370,22244
"Minnesota","2021-09-27",699966,8191
"Mississippi","2021-09-27",484675,9480
"Missouri","2021-09-27",819985,11820
"Montana","2021-09-27",147287,1973
"Nebraska","2021-09-27",263763,2405
"Nevada","2021-09-27",418477,7045
"New Hampshire","2021-09-27",117454,1472
"New Jersey","2021-09-27",1148358,27346
"New Mexico","2021-09-27",250774,4764
"New York","2021-09-27",2411626,55204
"North Carolina","2021-09-27",1382231,16235
"North Dakota","2021-09-27",129690,1638
"Ohio","2021-09-27",1393696,21820
"Oklahoma","2021-09-27",609737,8715
"Oregon","2021-09-27",324571,3709
"Pennsylvania","2021-09-27",1415049,29151
"Rhode Island","2021-09-27",171451,2832
"South Carolina","2021-09-27",850188,12213
"South Dakota","2021-09-27",143183,2130
"Tennessee","2021-09-27",1217394,14943
"Texas","2021-09-27",4029626,64192
"Utah","2021-09-27",503874,2892
"Vermont","2021-09-27",33231,310
"Virginia","2021-09-27",857852,12592
"Washington","2021-09-27",649284,7528
"West Virginia","2021-09-27",235965,3568
"Wisconsin","2021-09-27",800507,8813
"Wyoming","2021-09-27",88935,955
